,a,b,c,d,e,f,g,h,i,j
7403,274,625,425,541,395,649,952,551,680,481
7404,727,906,380,958,908,194,534,207,511,886
7405,345,751,810,564,985,362,615,712,398,670
7406,871,295,316,895,125,286,251,332,583,255
7407,789,414,676,154,823,54,139,909,219,873
7408,972,323,133,606,795,131,564,659,183,567
7409,166,412,353,864,109,293,403,512,278,580
7410,206,404,441,189,766,361,452,579,150,8
7411,723,946,177,794,583,410,286,415,895,115
7412,457,96,818,619,634,984,294,923,602,429
7413,47,795,150,56,28,499,813,627,377,695
7414,696,377,744,172,558,681,693,737,501,88
7415,897,782,250,267,764,201,613,467,170,661
7416,588,835,796,825,137,958,276,158,442,72
7417,471,686,369,417,441,64,714,778,534,501
7418,207,404,187,879,868,388,683,221,354,949
7419,894,696,638,770,310,245,204,752,289,378
7420,773,805,611,501,972,462,266,304,343,605
7421,386,179,515,106,90,66,255,797,462,40
7422,42,987,523,372,926,998,190,443,916,485
7423,635,191,4,64,958,5,782,36,870,870
7424,399,971,738,62,951,842,238,452,481,309
7425,488,621,840,173,215,545,942,816,394,46
7426,763,808,843,281,509,386,810,881,246,569
7427,793,892,502,142,886,398,591,603,909,283
7428,300,293,723,703,54,574,781,703,98,76
7429,650,386,623,288,168,323,907,215,484,742
7430,452,43,224,92,506,76,698,27,70,423
7431,791,631,350,729,453,816,947,829,462,17
7432,839,890,651,376,585,213,422,808,970,975
7433,506,943,285,841,92,425,284,712,441,630
7434,987,841,755,571,404,317,325,692,425,34
7435,942,480,740,996,833,136,630,890,804,23
7436,846,64,34,167,669,311,782,450,126,797
7437,744,332,853,777,833,524,344,52,576,294
7438,193,102,492,157,986,608,500,68,582,539
7439,778,682,310,52,333,964,263,882,393,228
7440,460,313,440,143,180,458,671,763,99,633
7441,461,116,694,202,671,320,148,581,764,139
7442,703,197,242,555,774,569,867,325,963,352
7443,119,757,5,48,600,361,408,834,435,483
7444,981,930,280,529,105,770,609,539,982,266
7445,389,185,421,370,358,471,656,896,245,55
7446,801,841,624,154,453,195,473,909,637,900
7447,234,977,361,408,337,162,452,412,345,702
7448,320,154,435,672,832,70,746,243,91,669
7449,140,645,521,705,557,29,496,576,369,608
7450,704,900,46,161,545,903,837,44,390,707
7451,770,568,383,912,263,478,564,241,498,276
7452,654,896,886,847,57,297,417,299,636,875
7453,194,123,486,572,354,108,713,812,834,123
7454,650,645,207,220,16,368,786,656,927,949
7455,849,76,717,860,988,634,596,967,91,917
7456,758,151,368,667,937,998,469,345,79,317
7457,726,484,159,808,157,979,527,135,640,198
7458,667,216,821,208,16,969,163,689,29,754
7459,759,909,346,491,132,396,267,76,963,468
7460,823,865,599,106,454,535,221,675,355,921
7461,899,42,544,467,425,831,997,309,375,612
7462,281,683,931,234,286,724,745,176,65,893
7463,31,341,508,478,499,532,450,255,508,505
7464,281,728,788,545,634,940,459,134,394,728
7465,754,704,82,127,770,599,624,484,157,462
7466,553,66,724,898,505,170,239,222,167,534
7467,521,976,591,637,126,431,58,763,936,431
7468,614,920,452,106,414,51,4,692,708,407
7469,194,590,768,966,343,555,562,0,716,614
7470,34,841,854,544,340,555,587,153,828,906
7471,672,785,106,505,498,991,960,705,902,815
7472,665,945,329,190,7,488,575,789,739,394
7473,283,594,9,145,179,92,885,373,523,776
7474,423,755,559,848,404,12,300,327,323,984
7475,617,186,649,187,828,894,923,752,514,736
7476,491,638,861,364,815,782,403,950,748,808
7477,583,863,450,677,184,294,869,796,638,704
7478,53,459,9,685,145,602,396,218,158,912
7479,265,407,516,577,89,995,531,333,965,121
7480,992,528,540,433,736,495,609,223,174,149
7481,58,87,475,26,525,731,788,335,206,343
7482,260,454,113,42,814,890,915,77,810,432
7483,573,117,460,933,950,379,20,68,269,905
7484,152,902,121,700,890,514,250,772,629,46
7485,992,630,567,780,633,848,140,442,687,611
7486,910,874,121,938,112,662,135,218,894,502
7487,197,567,651,107,607,133,779,77,757,490
7488,465,828,659,147,78,39,865,864,557,723
7489,766,535,498,454,286,626,293,15,128,873
7490,637,564,535,732,883,531,14,547,238,757
7491,192,631,43,221,981,927,530,12,295,699
7492,303,355,690,277,871,96,710,891,694,614
7493,122,341,228,660,388,464,218,900,512,529
7494,592,802,314,464,52,139,840,426,190,69
7495,136,853,664,118,456,649,678,780,550,703
7496,516,343,279,282,984,164,279,651,675,28
7497,425,279,676,647,430,778,601,858,299,906
7498,607,389,450,769,369,643,289,254,703,260
7499,892,671,15,9,616,534,278,821,209,671
7500,838,970,972,498,237,341,980,417,360,281
7501,579,250,565,977,418,607,69,914,625,637
7502,146,806,137,451,743,990,221,405,100,342
7503,944,456,253,403,448,2,724,677,750,503
7504,512,732,681,631,535,235,743,396,741,259
7505,433,336,852,329,486,457,177,509,899,603
7506,249,447,294,480,812,757,207,89,315,765
7507,99,662,312,391,214,882,72,254,778,287
7508,456,521,211,829,95,302,124,424,961,467
7509,849,628,328,541,996,305,518,787,206,547
7510,233,750,407,718,808,823,988,661,978,737
7511,782,683,236,341,959,726,289,821,105,357
7512,805,510,996,408,140,158,653,142,669,271
7513,853,514,495,920,206,613,25,902,690,183
7514,210,242,124,371,549,891,998,989,847,189
7515,246,16,767,118,981,294,242,0,327,804
7516,555,122,510,831,651,647,351,702,959,877
7517,474,559,682,963,539,18,318,839,864,952
7518,583,969,633,690,78,202,445,353,117,698
7519,542,954,808,27,779,765,664,805,177,644
7520,223,683,362,684,689,468,713,119,839,283
7521,407,530,174,114,796,108,247,70,645,250
7522,755,226,236,54,981,208,996,542,67,552
7523,830,512,412,421,0,828,718,963,889,149
7524,251,648,61,365,265,916,893,98,194,946
7525,526,92,139,77,908,337,388,305,700,771
7526,88,107,77,950,897,963,655,683,136,779
7527,170,322,649,953,285,146,654,398,996,507
7528,524,400,532,314,336,182,952,165,130,443
7529,393,550,68,46,783,161,554,153,928,798
7530,598,962,183,247,317,339,778,777,863,748
7531,515,318,694,913,623,996,91,214,260,403
7532,178,888,437,290,255,749,879,950,262,291
7533,634,311,244,324,45,556,468,508,766,907
7534,443,261,106,697,608,624,934,332,839,794
7535,475,42,817,964,706,118,18,594,507,724
7536,783,397,266,234,206,194,269,237,517,164
7537,79,852,991,838,231,774,472,642,532,942
7538,234,379,622,936,286,358,361,923,468,359
7539,256,281,339,643,942,877,720,684,318,520
7540,130,521,458,414,637,117,283,712,379,817
7541,724,652,539,224,824,605,197,721,412,149
7542,612,680,821,396,809,834,326,892,399,460
7543,595,939,453,916,556,941,518,169,488,977
7544,500,47,943,603,52,567,126,205,296,788
7545,628,92,764,597,246,555,971,948,610,700
7546,937,306,444,641,342,219,140,952,875,279
7547,442,885,925,19,552,787,649,690,200,464
7548,666,327,74,502,647,78,5,387,111,676
7549,531,205,791,96,419,307,62,547,545,286
7550,365,775,700,866,358,385,426,257,171,184
7551,191,333,235,302,943,897,131,149,75,348
7552,219,439,975,31,242,177,764,317,931,355
7553,573,253,500,57,746,162,705,951,463,441
7554,559,294,443,742,340,359,657,840,767,559
7555,940,261,975,631,659,280,463,866,921,574
7556,166,70,553,83,698,8,978,396,436,15
7557,636,860,153,159,370,416,124,141,565,849
7558,637,566,685,801,227,790,357,836,880,982
7559,193,704,822,982,202,218,462,168,140,639
7560,184,544,129,971,842,643,356,505,527,708
7561,693,41,282,347,680,16,93,755,301,658
7562,518,733,273,421,470,160,215,804,937,194
7563,99,640,757,987,282,855,710,853,695,970
7564,377,933,190,565,274,912,670,785,105,283
7565,143,952,849,191,767,479,421,4,713,568
7566,19,461,617,446,383,225,157,148,919,96
7567,45,684,304,462,511,284,647,566,652,223
7568,936,55,964,142,789,302,30,561,313,979
7569,568,217,450,713,45,774,277,234,569,653
7570,886,929,115,348,224,860,679,69,188,577
7571,834,442,530,744,667,567,165,422,728,261
7572,399,757,180,929,235,42,380,736,376,94
7573,99,351,129,88,28,43,630,385,443,853
7574,801,316,440,758,157,727,428,217,332,514
7575,421,892,634,813,787,42,365,663,391,988
7576,431,492,564,556,604,44,196,243,607,920
7577,156,126,628,249,122,33,600,231,382,813
7578,950,491,913,457,655,378,495,440,35,389
7579,345,662,453,92,919,735,809,562,210,736
7580,177,140,432,144,972,189,683,858,806,993
7581,250,855,157,144,161,257,81,838,65,903
7582,987,882,309,606,349,599,20,756,627,522
7583,6,44,694,355,168,249,988,433,130,184
7584,54,576,744,828,510,183,365,80,128,549
7585,344,896,292,970,251,74,661,794,12,511
7586,365,520,852,881,340,175,19,529,900,823
7587,657,674,136,380,505,788,840,699,957,181
7588,787,685,812,276,991,765,826,310,799,547
7589,63,843,638,857,632,544,274,843,109,494
7590,938,26,777,2,583,283,838,819,152,212
7591,569,395,950,992,129,223,314,736,613,133
7592,232,232,632,422,549,596,122,652,789,340
7593,9,867,304,16,413,272,919,787,137,600
7594,284,52,67,558,683,394,826,352,478,163
7595,358,65,789,242,117,8,221,66,655,242
7596,190,234,679,804,563,199,419,179,464,320
7597,904,203,778,790,784,846,490,249,577,613
7598,41,744,650,525,621,915,807,948,432,70
7599,223,750,110,654,363,558,874,33,11,406
7600,863,345,271,816,709,11,719,222,443,254
7601,915,47,957,705,854,366,631,608,650,974
7602,758,720,609,837,388,884,510,969,932,893
7603,376,180,831,189,117,613,516,376,144,667
7604,85,851,321,57,591,954,737,354,887,38
7605,64,921,262,969,262,534,239,33,617,657
7606,970,945,191,934,682,374,334,989,472,987
7607,107,589,952,557,876,13,949,558,579,799
7608,819,601,515,269,479,769,204,581,970,149
7609,294,376,372,795,716,38,793,558,445,197
7610,18,964,798,577,160,562,437,102,487,703
7611,334,153,628,492,151,126,674,692,502,607
7612,596,946,321,196,704,265,212,157,235,543
7613,158,93,732,73,660,330,511,992,912,27
7614,679,537,350,770,64,611,922,491,520,793
7615,84,342,118,785,678,574,273,379,487,724
7616,230,932,109,137,474,417,833,91,747,266
7617,942,395,201,212,176,62,503,104,492,497
7618,571,808,373,345,732,565,166,498,638,244
7619,632,951,522,792,348,654,156,238,86,141
7620,324,605,529,145,553,196,686,178,533,986
7621,337,4,830,417,272,246,342,740,633,631
7622,709,779,179,397,806,907,466,515,243,622
7623,545,163,836,725,601,574,872,423,153,480
7624,478,913,818,200,37,871,782,96,615,994
7625,889,119,105,900,757,72,20,225,875,613
7626,246,386,102,89,189,853,528,639,615,829
7627,82,422,78,287,542,712,429,625,705,491
7628,997,842,499,857,597,14,430,709,748,645
7629,350,424,786,182,404,176,985,603,594,36
7630,966,224,453,289,335,478,249,882,928,924
7631,766,536,531,929,69,934,176,151,655,794
7632,367,861,625,19,848,201,435,926,4,676
7633,514,582,724,136,384,611,88,460,492,267
7634,803,267,675,525,71,364,931,687,450,854
7635,760,47,447,413,371,983,710,890,929,910
7636,784,249,791,831,73,136,655,600,43,114
7637,457,748,94,538,725,35,932,195,565,214
7638,849,556,530,340,606,628,998,166,448,826
7639,457,841,222,422,554,151,318,331,896,285
7640,881,607,137,628,431,496,692,393,605,337
7641,820,208,306,589,941,45,540,104,380,811
7642,239,837,275,659,90,671,832,219,409,475
7643,44,276,512,223,669,758,367,541,854,989
7644,424,544,227,18,97,341,593,864,177,144
7645,703,888,809,952,847,434,999,274,462,865
7646,253,121,387,685,739,74,16,608,992,327
7647,544,219,271,827,964,997,628,804,356,306
7648,910,116,714,642,922,691,258,215,512,765
7649,151,980,942,330,340,186,430,339,914,159
7650,534,741,508,405,878,363,13,210,923,178
7651,433,371,980,332,284,535,737,837,864,545
7652,913,936,175,763,127,173,231,262,118,705
7653,813,4,706,234,930,554,520,462,498,826
7654,60,905,516,292,875,258,708,166,261,579
7655,547,353,344,154,200,546,39,936,743,348
7656,724,695,51,79,736,101,960,498,146,60
7657,263,165,754,180,554,463,628,411,567,212
7658,927,801,824,703,593,269,882,464,683,93
7659,888,179,483,952,345,471,898,36,213,186
7660,827,854,222,599,242,157,23,669,362,47
7661,196,15,700,478,691,327,544,560,656,248
7662,488,179,961,931,680,342,415,458,767,643
7663,543,938,151,241,762,887,601,777,430,33
7664,588,706,558,511,266,293,801,464,637,874
7665,732,359,950,856,768,827,910,727,15,413
7666,520,601,978,95,948,876,363,632,177,158
7667,286,59,556,7,543,392,695,902,133,8
7668,840,602,722,772,595,502,100,407,244,191
7669,655,629,410,794,815,349,998,332,604,32
7670,462,252,284,337,120,550,246,325,380,280
7671,665,658,675,698,300,891,560,575,637,697
7672,695,861,685,913,45,251,516,404,917,27
7673,499,296,944,999,692,873,374,947,488,795
7674,310,782,213,218,892,587,110,645,86,435
7675,617,64,403,751,905,704,332,656,574,674
7676,35,824,646,982,113,81,356,326,404,691
7677,202,233,531,129,859,800,786,62,560,890
7678,648,894,675,772,762,934,75,0,369,175
7679,604,370,412,181,693,503,800,205,335,212
7680,913,712,53,983,388,384,213,452,673,350
7681,76,4,840,234,281,2,122,854,102,663
7682,690,148,751,635,413,342,464,39,995,812
7683,527,575,230,796,52,886,907,816,170,265
7684,874,82,33,516,988,908,175,143,623,149
7685,906,775,780,456,97,940,894,404,748,957
7686,104,577,624,496,249,559,953,743,568,920
7687,777,64,165,481,91,94,288,777,676,811
7688,589,873,132,686,833,915,779,843,114,83
7689,196,115,731,232,640,200,399,137,924,790
7690,758,264,805,455,52,970,821,42,306,876
7691,30,305,149,482,186,287,247,431,580,776
7692,196,730,439,3,997,463,820,326,632,5
7693,976,266,200,426,8,393,121,28,304,181
7694,799,325,49,553,939,850,503,514,46,563
7695,49,879,474,331,154,429,773,458,629,220
7696,58,488,359,684,394,923,288,897,184,623
7697,178,51,846,191,888,502,987,850,641,858
7698,176,331,379,173,818,812,979,377,353,183
7699,960,407,460,284,748,764,698,549,160,466
7700,573,753,267,917,392,489,908,665,958,297
7701,530,443,673,779,7,588,60,309,27,40
7702,100,233,433,672,351,217,836,511,942,281
7703,883,16,107,511,675,833,205,236,937,388
7704,773,373,146,248,945,540,719,338,98,526
7705,996,224,866,237,286,668,240,706,894,518
7706,589,595,70,500,344,3,114,618,769,756
7707,968,359,763,703,437,866,191,669,780,115
7708,66,187,863,870,30,670,273,106,978,492
7709,409,580,308,198,75,88,565,455,123,309
7710,633,472,140,813,10,968,91,127,666,169
7711,199,780,336,546,772,163,186,325,667,995
7712,143,617,292,895,963,42,910,188,962,243
7713,950,133,168,635,20,9,347,116,950,369
7714,855,17,887,729,302,517,165,574,840,830
7715,496,666,78,599,208,501,391,228,970,651
7716,784,304,445,276,156,376,334,467,886,986
7717,839,271,996,536,769,405,943,764,401,586
7718,103,852,530,46,482,319,853,800,129,804
7719,270,240,235,643,998,142,348,521,530,97
7720,78,385,602,791,88,282,770,269,620,635
7721,27,531,871,423,557,556,672,23,551,159
7722,580,239,409,875,313,434,713,982,617,160
7723,180,564,182,463,30,586,891,935,821,58
7724,207,313,80,926,927,344,321,249,495,477
7725,947,305,108,125,576,170,72,136,560,118
7726,919,272,298,740,370,827,356,74,713,901
7727,552,331,348,372,603,262,946,260,658,36
7728,705,225,992,319,252,759,490,728,727,430
7729,15,149,685,596,333,849,482,24,701,250
7730,450,965,741,591,94,719,754,820,447,916
7731,889,415,221,265,423,300,380,349,527,79
7732,148,831,262,699,726,184,466,330,274,609
7733,893,331,832,382,818,174,296,803,232,719
7734,196,796,117,932,405,14,235,781,356,70
7735,891,41,670,447,531,892,819,555,820,512
7736,93,434,223,491,849,714,38,758,379,428
7737,43,57,975,125,916,893,365,777,200,976
7738,241,998,481,885,865,706,669,392,563,608
7739,406,173,261,542,638,211,770,705,57,330
7740,39,718,191,536,595,183,268,388,485,291
7741,155,441,539,138,943,469,109,953,185,879
7742,555,297,529,694,281,434,279,786,233,504
7743,274,911,302,277,36,81,845,328,963,232
7744,936,526,34,676,77,167,113,775,466,913
7745,408,835,115,853,933,789,592,78,897,912
7746,487,682,284,830,458,542,272,639,303,84
7747,133,736,637,810,403,555,119,772,888,333
7748,500,256,800,181,408,341,237,619,93,755
7749,252,316,337,926,130,749,212,338,596,428
7750,695,708,491,4,144,376,713,955,861,25
7751,242,237,925,178,172,481,918,35,950,658
7752,525,28,0,279,745,459,848,676,976,568
7753,45,846,185,343,141,723,426,270,478,283
7754,568,229,695,963,13,105,585,505,419,108
7755,114,985,136,144,921,764,272,87,11,231
7756,298,168,938,891,481,455,604,387,755,756
7757,758,885,131,995,740,436,204,551,789,654
7758,577,656,714,742,604,782,45,360,220,629
7759,813,271,215,541,918,21,881,133,518,571
7760,594,397,420,14,392,984,932,2,651,291
7761,238,185,55,34,678,97,853,206,872,21
7762,601,941,587,373,989,579,955,155,803,774
7763,37,96,864,762,820,578,999,828,891,90
7764,947,15,822,215,329,124,98,586,300,144
7765,758,718,338,529,743,996,320,51,451,615
7766,683,548,887,938,107,685,948,590,369,774
7767,964,203,223,406,737,551,391,650,424,541
7768,433,439,189,52,170,803,51,713,98,857
7769,198,555,239,789,364,976,949,863,567,107
7770,644,547,15,853,606,818,144,822,76,237
7771,743,568,437,434,924,380,308,330,167,629
7772,9,491,640,733,788,733,877,72,711,657
7773,891,96,923,524,800,111,356,452,369,878
7774,1,853,553,624,4,610,775,879,301,684
7775,80,330,734,252,948,412,495,297,720,738
7776,862,622,175,790,932,678,271,317,932,835
7777,654,754,982,888,119,143,792,646,346,611
7778,578,713,606,553,645,546,515,858,638,602
7779,171,555,865,925,227,428,248,296,932,367
7780,989,998,515,429,53,130,420,516,339,563
7781,190,747,547,265,911,714,80,255,138,181
7782,613,395,218,331,594,50,432,907,481,320
7783,380,759,604,230,614,753,785,441,946,753
7784,636,462,522,38,792,130,677,172,772,246
7785,545,704,437,641,751,707,73,979,870,792
7786,656,935,485,667,432,684,2,628,180,414
7787,409,974,365,407,106,775,353,695,574,753
7788,165,301,958,807,985,99,244,375,547,922
7789,217,481,182,930,881,924,193,711,180,276
7790,959,675,389,466,537,473,635,45,253,638
7791,401,708,295,668,562,185,503,294,884,149
7792,326,758,585,516,853,449,72,751,957,51
7793,669,97,18,511,980,584,559,617,985,143
7794,971,446,200,526,370,661,880,208,93,828
7795,347,351,700,921,808,16,100,337,155,320
7796,749,595,834,921,894,155,98,34,887,481
7797,445,947,492,851,966,678,493,432,716,733
7798,24,803,170,140,585,765,712,954,506,30
7799,549,176,69,356,687,251,287,282,869,186
7800,126,737,722,164,290,581,863,933,989,985
7801,815,824,329,52,716,822,941,687,699,96
7802,461,222,694,221,686,923,109,287,828,391
7803,725,195,5,389,159,324,495,451,950,733
7804,955,648,318,826,300,878,92,318,336,556
7805,835,86,182,470,810,712,277,603,377,550
7806,456,68,538,460,831,785,567,135,602,65
7807,468,981,319,128,718,403,314,141,782,81
7808,568,117,143,96,96,667,426,594,587,413
7809,587,754,579,662,35,926,463,569,792,922
7810,233,718,389,106,540,893,113,57,914,527
7811,231,30,461,384,345,763,41,726,159,331
7812,171,18,487,739,752,395,41,936,264,136
7813,232,750,325,257,23,73,191,9,496,502
7814,672,67,176,230,608,1,879,192,916,488
7815,416,989,425,170,494,11,133,434,500,302
7816,184,192,359,697,644,493,875,341,637,115
7817,530,832,687,945,360,337,96,286,70,437
7818,148,236,390,536,728,844,160,597,426,518
7819,107,217,999,728,17,496,617,500,83,963
7820,254,488,122,872,252,704,103,977,966,936
7821,547,270,613,632,950,134,789,123,347,833
7822,170,767,353,741,946,452,481,186,351,380
7823,480,576,740,833,884,557,585,618,819,498
7824,693,822,116,721,926,637,299,134,75,201
7825,196,424,265,711,852,448,943,221,493,655
7826,22,867,376,227,121,373,304,52,524,229
7827,294,867,142,804,716,862,890,86,800,529
7828,210,348,294,202,864,755,811,319,630,614
7829,510,489,903,579,979,828,351,978,493,484
7830,66,797,700,46,455,342,138,230,171,874
7831,716,347,717,948,779,506,406,838,263,759
7832,758,798,471,367,674,408,667,172,652,102
7833,107,622,431,329,342,266,983,15,478,227
7834,18,974,846,880,721,509,994,397,162,699
7835,189,104,361,370,680,200,459,528,784,787
7836,312,188,940,538,990,598,689,178,888,476
7837,440,335,406,979,458,835,812,642,606,882
7838,570,460,325,965,967,918,781,230,575,461
7839,38,205,851,767,548,533,134,896,343,556
7840,466,487,958,774,777,754,43,468,560,299
7841,174,715,382,684,571,257,356,512,712,725
7842,532,37,857,333,362,482,61,546,913,570
7843,264,962,56,598,193,737,127,496,883,617
7844,380,31,132,233,963,64,548,507,346,620
7845,684,51,383,810,127,441,509,560,792,145
7846,521,958,280,393,142,879,773,938,25,832
7847,533,585,735,130,333,394,237,269,392,533
7848,902,222,156,626,903,500,887,919,98,538
7849,527,814,272,429,364,330,226,157,58,80
7850,311,675,933,720,816,410,634,630,516,594
7851,539,688,677,743,961,636,907,89,795,723
7852,233,274,681,868,604,622,27,422,740,989
7853,341,772,483,710,569,857,937,816,233,506
7854,218,949,179,502,495,940,891,589,381,566
7855,658,689,357,806,727,810,735,930,699,29
7856,163,324,102,10,102,358,176,884,875,259
7857,596,254,985,549,988,957,277,411,595,6
7858,155,195,27,163,943,141,652,231,321,509
7859,281,336,702,128,94,713,825,588,347,701
7860,176,514,893,42,731,225,961,998,41,490
7861,40,210,242,20,695,516,310,361,169,274
7862,5,153,11,652,491,531,712,37,565,727
7863,235,942,506,36,398,859,260,658,168,921
7864,634,906,350,471,478,388,228,798,941,726
7865,853,564,201,348,670,430,466,941,480,859
7866,388,737,185,509,652,373,214,515,467,745
7867,252,43,442,910,450,671,928,263,62,954
7868,587,797,43,963,620,18,15,124,724,182
7869,294,784,340,300,910,911,461,932,315,505
7870,804,744,629,41,746,403,519,811,297,86
7871,16,519,550,186,470,861,362,402,308,500
7872,734,496,118,305,254,974,705,832,712,303
7873,906,945,201,508,391,634,377,259,650,353
7874,366,622,378,462,790,904,502,239,990,868
7875,944,145,671,717,411,456,418,980,520,872
7876,329,306,883,893,652,386,676,254,143,574
7877,338,320,294,991,227,254,23,953,120,729
7878,515,628,631,982,101,543,436,14,272,504
7879,613,127,383,636,131,974,994,776,580,435
7880,736,444,327,665,371,464,747,591,232,223
7881,124,889,510,369,506,984,917,837,260,39
7882,30,147,955,753,752,742,387,874,325,730
7883,136,407,591,964,692,175,819,252,488,950
7884,237,542,214,197,770,183,51,130,815,15
7885,640,959,266,21,852,35,6,627,924,177
7886,102,48,424,847,992,91,647,986,168,47
7887,101,706,685,789,427,965,691,740,817,200
7888,986,218,252,657,992,55,280,985,451,648
7889,960,700,65,639,279,184,504,972,205,110
7890,230,24,889,422,661,940,132,509,30,927
7891,531,916,829,788,192,370,386,386,567,888
7892,412,43,690,512,327,346,771,508,5,680
7893,272,566,707,562,720,733,512,851,631,108
7894,91,989,684,326,75,224,803,181,749,717
7895,70,953,200,129,149,408,492,783,323,392
7896,442,455,908,903,86,713,910,359,245,690
7897,672,701,762,308,562,319,713,664,309,328
7898,786,70,43,447,122,789,437,141,305,582
7899,134,30,559,602,890,76,698,793,744,137
7900,441,878,704,834,689,969,211,164,736,75
7901,2,866,573,588,111,125,485,485,766,729
7902,867,440,22,764,178,307,498,582,965,514
7903,825,358,163,735,174,385,414,301,19,163
7904,203,436,15,714,531,312,733,371,322,558
7905,637,808,152,347,95,578,153,47,509,213
7906,655,995,96,844,367,604,437,182,223,184
7907,488,981,718,328,445,32,115,901,402,585
7908,375,95,853,696,496,710,558,79,290,772
7909,905,751,88,533,678,47,63,864,156,112
7910,710,756,493,297,48,187,322,701,672,111
7911,499,121,206,670,250,941,27,252,984,967
7912,684,223,253,532,479,926,642,184,64,753
7913,397,250,334,115,545,574,796,129,875,72
7914,454,611,357,973,227,521,151,887,266,483
7915,565,899,967,695,483,400,498,394,533,936
7916,0,411,958,571,897,370,884,493,330,383
7917,145,431,936,343,953,666,59,785,116,187
7918,180,738,871,638,355,29,268,975,224,310
7919,561,814,465,862,331,774,240,533,419,604
7920,512,317,687,917,804,724,201,894,764,744
7921,472,18,983,865,753,714,53,360,449,479
7922,132,225,861,486,896,789,400,506,147,515
7923,810,945,518,87,747,43,821,551,495,677
7924,328,957,140,725,333,713,877,154,420,596
7925,823,585,895,971,419,701,722,396,394,634
7926,632,399,968,938,248,485,200,543,83,448
7927,740,705,164,626,300,344,627,506,485,809
7928,904,586,899,790,935,105,904,255,105,371
7929,418,911,775,842,349,528,348,173,223,520
7930,444,767,688,476,518,26,331,28,872,968
7931,486,629,268,130,217,127,289,813,956,12
7932,423,957,427,62,449,715,448,944,515,193
7933,277,692,948,77,135,411,252,350,4,723
7934,348,363,199,149,823,860,84,183,168,236
7935,163,418,990,928,81,133,477,385,393,758
7936,914,498,27,947,171,426,917,114,901,790
7937,930,235,955,520,424,827,460,402,407,720
7938,946,545,708,314,917,100,771,717,846,755
7939,459,244,488,14,850,372,970,54,75,436
7940,500,959,301,217,35,346,129,305,325,198
7941,776,651,642,974,468,191,787,575,69,789
7942,152,298,253,815,967,426,852,580,450,680
7943,978,127,900,790,438,135,134,856,111,55
7944,477,388,25,516,320,932,265,762,432,389
7945,809,595,388,952,92,863,479,577,565,967
7946,334,940,82,442,562,630,895,44,87,754
7947,385,37,825,413,394,671,647,420,523,137
7948,183,215,228,659,192,995,338,578,972,320
7949,863,718,627,475,69,129,885,98,965,897
7950,290,862,704,868,900,757,762,425,450,228
7951,117,279,879,463,530,989,138,704,626,624
7952,406,454,496,369,63,238,318,998,742,962
7953,732,864,894,717,389,395,261,354,396,191
7954,848,809,79,734,887,905,921,311,249,132
7955,561,473,720,977,290,283,807,139,608,263
7956,899,180,781,841,764,193,646,787,825,195
7957,125,875,585,762,783,148,926,21,833,585
7958,312,951,422,311,859,314,676,396,955,682
7959,143,123,741,145,795,74,865,11,582,116
7960,764,37,598,668,451,117,685,554,670,306
7961,698,17,796,827,273,777,243,118,571,96
7962,34,459,550,871,710,38,180,239,890,303
7963,212,714,276,517,382,470,152,509,699,538
7964,998,669,267,190,902,107,164,540,843,153
7965,403,170,4,659,124,99,220,439,316,322
7966,695,682,797,805,287,872,128,382,136,869
7967,194,374,27,667,268,635,474,135,671,50
7968,896,814,263,132,771,998,195,105,282,568
7969,675,606,499,694,46,500,388,842,936,144
7970,235,128,581,561,109,509,125,938,516,192
7971,613,415,580,443,386,153,595,794,131,969
7972,993,756,574,423,775,555,956,676,511,759
7973,718,435,816,77,174,876,468,56,230,863
7974,489,151,430,973,87,230,943,504,202,798
7975,79,61,662,701,755,633,439,190,582,524
7976,660,960,337,796,92,117,463,751,169,194
7977,740,647,604,44,869,930,122,218,255,713
7978,492,283,455,269,207,960,105,305,910,155
7979,529,409,265,9,812,904,937,566,976,673
7980,371,201,407,987,45,518,72,352,687,916
7981,227,992,817,948,204,159,412,506,419,385
7982,912,464,31,100,715,382,426,118,49,143
7983,503,152,609,955,855,5,165,438,548,252
7984,380,929,828,628,957,372,398,581,380,387
7985,773,282,324,371,670,394,122,694,827,368
7986,482,755,705,185,112,793,890,765,325,228
7987,978,566,620,225,343,958,322,252,976,28
7988,185,134,497,248,252,10,386,367,942,211
7989,319,569,342,365,674,473,347,196,120,152
7990,323,646,310,973,858,791,379,908,233,928
7991,183,394,645,259,324,800,562,999,791,904
7992,99,681,892,327,695,538,332,147,529,32
7993,870,876,643,953,467,360,769,705,210,972
7994,721,739,419,862,905,97,154,608,147,682
7995,797,443,410,428,119,967,183,214,924,214
7996,364,53,960,129,249,729,947,856,84,313
7997,140,440,769,361,517,834,638,149,108,392
7998,267,335,908,732,9,828,840,285,410,728
7999,284,268,281,81,817,433,163,19,402,712
8000,325,834,495,975,137,331,691,729,993,548
8001,729,280,789,48,318,764,586,809,606,553
8002,905,105,452,492,306,270,748,191,681,499
8003,704,193,580,283,432,331,999,124,915,775
8004,27,539,795,783,282,699,13,279,972,785
8005,329,752,487,693,803,488,592,427,843,818
8006,405,508,845,872,926,247,8,425,41,313
8007,262,398,178,121,767,151,447,974,882,455
8008,181,157,146,712,483,240,504,706,18,197
8009,237,689,251,145,449,989,868,234,887,69
